ID,Question,Intent
280 _0029,Is there any collaboration with universities abroad?,Irrelevant
281 _0029,How many students are there in the current academic year?,Irrelevant
282 _0029,Where can I find older diplomatic theses?,Irrelevant
283 _0029,Is WiFi connection available during courses?,Irrelevant
284 _0029,What is the average GPA for students at the AIDL_B_CS01 course?,Irrelevant
285 _0029,Will I have a discount on public transport tickets because of my student status?,Irrelevant
286 _0029,Will I need a computer with specific features for the needs of the master?,Irrelevant
287 _0029,Where do I see how many times I have been absent from the course AIDL B CS03?,Irrelevant
288 _0029,Is there a regular evaluation of professors?,Irrelevant
289 _0029,Where is the students' rating for each lesson?,Irrelevant
290 _0029,Has this postgraduate degree a good recognition in the industry?,Irrelevant
291 _0029,How much time does my student ID last?,Irrelevant
292 _0029,Is there anything about moving students to campus for free?,Irrelevant
293 _0029,Can I invite a friend of mine to attend a lesson?,Irrelevant
294 _0029,Is there anything to eat in ancient olive grove campus?,Irrelevant
295 _0029,How can I find a job with this master's degree?,Irrelevant
296 _0029,Are there any photos from campus?,Irrelevant
297 _0029,Where can I find the phone numbers of my fellow students?,Irrelevant
298 _0029,What if I have to interrupt my attendance to go to the army?,Irrelevant
299 _0029,Is there a forum where students are discussing?,Irrelevant
300 _0029,What is the most difficult lesson in the second semester?,Irrelevant
001_0031,Whatâ€™s your name?,Irrelevant
002_0031,What is my dog's name?,Irrelevant
003_0031,How old are you?,Irrelevant
004_0031,Do you believe in love?,Irrelevant
005_0031,Do you believe in god?,Irrelevant
006_0031,What should I eat for lunch?,Irrelevant
007_0031,What time is it?,Irrelevant
008_0031,What is the weather?,Irrelevant
009_0031,What time is it?,Irrelevant
010_0031,How to find happiness? ,Irrelevant
011_0031,Do you know maths?,Irrelevant
012_0031,Are you Luke Skywalker?,Irrelevant
013_0031,Is Darth Vader your father?,Irrelevant
014_0031,What is your favorite color?,Irrelevant
015_0031,What is your favorite food?,Irrelevant
016_0031,What is your favorite flower?,Irrelevant
017_0031,Where are you from?,Irrelevant
018_0031,Is Michael Jackson really dead?,Irrelevant
019_0031,Is the earth flat?,Irrelevant
020_0031,Was covid a scam?,Irrelevant
021_0031,When is the end of the world?,Irrelevant
022_0031,Is God real?,Irrelevant
023_0031,What is the best place on Earth?,Irrelevant
024_0031,Will I get a promotion?,Irrelevant
025_0031,When will I be a mother?,Irrelevant
026_0031,Who is the wealthiest person on Earth?,Irrelevant
027_0031,What is your astrological sign?,Irrelevant
028_0031,When do registrations for the master's degree start?,Applications
029_0031,When do master's degree registrations begin?,Applications
030_0031,When does the master's degree registration period begin?,Applications
031_0031,When do master's degree enrollments begin?,Applications
032_0031,What criteria are used to choose graduate students?,Applications
033_0031,What is the selection procedure for graduate students?,Applications
034_0031,What supporting documents does the application file include?,Applications
035_0031,What further materials are included in the application file?,Applications
036_0031,What supplementary materials are required for the application file?,Applications
037_0031,What supporting documents are required for the application file?,Applications
038_0031,When do master's degree applications open?,Applications
039_0031,Where can I find information about the registration application?,Applications
040_0031,What resources are available for information about the registration application?,Applications
041_0031,Where can I obtain details regarding the registration form?,Applications
042_0031,"I'm looking for information about the registration application, where can I get it? ",Applications
043_0031,What does the interview process involve?,Applications
044_0031,Do you need an interview for admission to master?,Applications
045_0031,What steps are involved in the interview process?,Applications
046_0031,What happens throughout the interview process?,Applications
047_0031,Where can I find information about registration applications?,Applications
048_0031,What is the best place to get information regarding registration applications?,Applications
049_0031,What is the interview process like?,Applications
050_0031,Where can I get details about the registration application?,Applications
051_0031,Where can I learn more about the registration application?,Applications
052_0031,What is the selection process for graduate students?,Applications
053_0031,Are there available announcements about the semester's courses?,Applications
054_0031,What is the procedure for choosing graduate students?,Applications
055_0031,Whereâ€™s the MSc taking place?,Contact
056_0031,What location is the MSc held in?,Contact
057_0031,Where will the MSc be held?,Contact
058_0031,Where is the MSc's campus location?,Contact
059_0031,Where is the campus for the MSc?,Contact
060_0031,Where can I find the contact form?,Contact
061_0031,Is any contact form?,Contact
062_0031,Is there a form of contact?,Contact
063_0031,What is the address of the MSc?,Contact
064_0031,What is the MSc's address?,Contact
065_0031,Do you know the MSc's address?,Contact
066_0031,Is there any phone number to contact with?,Contact
067_0031,Is there a phone number I may use to contact you?,Contact
068_0031,Is it possible to reach someone by phone?,Contact
069_0031,What is the contact phone number?,Contact
070_0031,What is the phone number to call?,Contact
071_0031,When can I contact?,Contact
072_0031,When can I reach you?,Contact
073_0031,Is there any email to contact?,Contact
074_0031,Is there any email I may use to contact you?,Contact
075_0031,Is it possible to reach someone by email?,Contact
076_0031,What is the contact email?,Contact
077_0031,Is there any contact form?,Contact
078_0031,Is there any way to contact?,Contact
079_0031,How can I communicate with MSc?,Contact
080_0031,Is there a way for me to contact MSc?,Contact
081_0031,Which the cognitive systems courses?,Curriculum
082_0031,Which courses cover cognitive systems?,Curriculum
083_0031,What courses are available in cognitive systems?,Curriculum
084_0031,Which the autonomous systems courses?,Curriculum
085_0031,What are the courses for autonomous systems?,Curriculum
086_0031,What are the lessons for autonomous systems?,Curriculum
087_0031,What courses are available in autonomous systems?,Curriculum
088_0031,Which courses cover autonomous systems?,Curriculum
089_0031,What courses are taught in the first semester?,Curriculum
090_0031,What subjects are covered during the first semester?,Curriculum
091_0031,"In the first semester, what courses are offered?",Curriculum
092_0031,What subjects are covered in the first semester's curriculum?,Curriculum
093_0031,What courses are taught in the second semester?,Curriculum
094_0031,What subjects are covered during the second semester?,Curriculum
095_0031,"In the second semester, what courses are offered?",Curriculum
096_0031,What subjects are covered in the second semester's curriculum?,Curriculum
097_0031,What courses are taught in the third semester?,Curriculum
098_0031,What subjects are covered during the third semester?,Curriculum
099_0031,"In the third semester, what courses are offered?",Curriculum
100_0031,What subjects are covered in the third semester's curriculum?,Curriculum
101_0031,Is there a thesis?,Curriculum
102_0031,Do I have to write a thesis?,Curriculum
103_0031,Is a thesis required of me?,Curriculum
104_0031,Is it required that I write a thesis?,Curriculum
105_0031,Should I produce a thesis?,Curriculum
106_0031,How many ECTS have the course AIDL_A01?,Curriculum
107_0031,How many ECTS have the course AIDL_A02?,Curriculum
108_0031,How many ECTS have the course AIDL_A03?,Curriculum
109_0031,How many ECTS have the course AIDL_A04?,Curriculum
110_0031,How many ECTS have the course AIDL_A05?,Curriculum
111_0031,How many ECTS have the course AIDL_A06?,Curriculum
112_0031,How many ECTS have the course AIDL_B01?,Curriculum
113_0031,How many ECTS have the course AIDL_B02?,Curriculum
114_0031,How many ECTS have the course AIDL_B_AS01?,Curriculum
115_0031,How many ECTS have the course AIDL_B_AS02?,Curriculum
116_0031,How many ECTS have the course AIDL_B_AS03?,Curriculum
117_0031,How many ECTS have the course AIDL_B_CS01?,Curriculum
118_0031,How many ECTS have the course AIDL_B_CS02?,Curriculum
119_0031,How many ECTS have the course AIDL_B_CS03?,Curriculum
